currency_pair,last,lowest_ask,highest_bid,change_percentage,change_utc0,change_utc8,base_volume,quote_volume,high_24h,low_24h,etf_net_value,etf_pre_net_value,etf_pre_timestamp,etf_leverage
RFOX_ETH,0.00000531,0.00000536,0.00000528,-4.66,0.18,-4.15,1153712.5806844387,6.311754090074874004,0.00000572,0.00000525
RENA_USDT,0.002719,0.0027249,0.0027035,-0.04,1.81,2.06,6336770.4231137,17225.905648212,0.0029599,0.0026425
CGV_USDT,0.02932,0.02949,0.02913,-3.48,-0.47,-2.33,774215.00121327,23097.07213485,0.03062,0.02922
MIX_USDT,0.0023187,0.0023512,0.0023174,-6.57,-1.45,-2.88,11007729.337184,26389.761557327,0.002493,0.0023187
DOME_USDT,0.0004952,0.0004964,0.0004931,-3.07,-2.99,-3.45,105366102.77679,53474.551466278,0.0005308,0.00047
RADAR_USDT,0.006573,0.006579,0.00657,-1.57,-0.49,-0.36,4812670.7490821,31981.474714601,0.007114,0.006435
ZMT_USDT,0.018536,0.018997,0.018197,3.48,4.4,4.41,1033245.7671001,18398.02929579,0.019124,0.017429
ONT_ETH,0.0000987,0.0000989,0.0000984,-2.37,-0.5,0,60643.9655545209,6.03998344159715406,0.0001011,0.0000983
GSE_ETH,0.000000030499,0.000000031389,0.000000029986,4.03,-4.5,-0.55,71839956.97870785,2.1990428751391727204,0.000000032977,0.000000028532
LGCY_USDT,0.00010371,0.00010405,0.00010331,-3.36,0,0.09,212325494.37612,22058.646263422,0.00010764,0.0001
NEAR3S_USDT,0.5563,0.5532,0.5476,8.84,5.04,14.2,6464.48,3338.702431,0.5626,0.4871,0.55044501,0.49839396,1706716800,1.9986871307555252
LAYER_ETH,0.00002142,0.00002169,0.00002117,-1.29,-0.83,0.32,289604.4289746306,6.252818682206424897,0.00002253,0.00002101
NEXO_ETH,0.0003828,0.0003865,0.0003803,0.89,0.28,0.86,16796.57041604,6.399583092146805,0.0003871,0.0003749
KLIMA_USDT,0.9111,0.9125,0.9092,12.31,11.15,12.35,27616.0477364,23580.71090396,0.963,0.8101
